SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
 J1906+4011 ,286.702783227, 40.184945906,WISEP J190648.47+401106.8,2011AJ....142..171G, 2100693797539808896,  0.27,       ...,                ...,      ... ,               ... ,       L1 ,2011AJ....142..171G,      ... ,               ... ,    61.150,     1.300,2013ApJ...779..172G,    13.078,     0.020,    12.260,     0.021,    11.771,     0.016,    11.463,     0.023,    11.246,     0.020,    10.803,     0.077,    22.096,     0.023,    19.347,     0.025,    17.420,     0.005,    15.932,     0.002,    14.965,     0.002,    17.836,     0.002,    1383.9,     2.3,    21.033,     0.188,      53.4,     9.2,    16.220,     0.008,    2610.7,    19.4,    18.048,   59.57, 0.14,  438.35, 0.25, -179.98, 0.28
 J1909-1937 ,287.284020189,-19.630686509, DENIS-P J1909081-193748 ,2008MNRAS.383..831P, 4083994314834200960,  0.13,       ...,                ...,      L1: ,2008MNRAS.383..831P,     L1.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.520,     0.029,    13.543,     0.027,    12.915,     0.029,    12.467,     0.023,    12.208,     0.027,-99999.000,-99999.000,-99999.000,-99999.000,    21.287,     0.052,    19.072,     0.005,    17.606,     0.006,    16.668,     0.012,    19.488,     0.005,     302.1,     1.5,    21.356,     0.389,      39.6,    14.2,    17.828,     0.008,     593.9,     4.6,    19.345,   45.24, 0.52,  -35.54, 0.89, -155.64, 0.73
 J1916+0518 ,289.237457108,  5.144563047,            V1298AqlvB10 ,1956PASP...68..531H, 4293315765165489536,  0.66,       ...,                ...,     M8.0 ,2015A&A...577A.128A,      ... ,               ... ,   -99999.,           -99999. ,-99999.000,-99999.000,           -99999. ,     9.908,     0.025,     9.226,     0.026,     8.765,     0.022,     8.535,     0.023,     8.317,     0.020,     8.041,     0.021,    18.248,     0.007,    16.609,     0.010,    14.402,     0.073,    12.393,     0.001,    11.615,     0.001,    14.321,     0.001,   35226.5,    22.5,    17.726,     0.017,    1122.0,    17.6,    12.754,     0.004,   63552.0,   244.6,    14.616,  168.96, 0.13, -598.18, 0.25,-1365.27, 0.23
 J1917+7755 ,289.291512557, 77.933683736,  2MASS 19170993+7755597 ,2008AJ....136.1290R, 2293059228035814656,  0.02,       ...,                ...,      L0: ,2008AJ....136.1290R,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.633,     0.036,    13.840,     0.037,    13.253,     0.035,    12.946,     0.024,    12.665,     0.023,    12.099,     0.182,-99999.000,-99999.000,    21.306,     0.049,    19.042,     0.008,    17.586,     0.008,    16.582,     0.014,    19.523,     0.005,     292.5,     1.2,    21.016,     0.208,      54.2,    10.4,    17.846,     0.015,     584.2,     8.0,    19.417,   19.37, 0.37,    7.19, 0.53,  100.21, 1.00
 J1922+6610 ,290.628576916, 66.172555193,             2MUCD 20812 ,2008AJ....136.1290R, 2254827014009911296,  0.05,       ...,                ...,       L1 ,2008AJ....136.1290R,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.571,     0.032,    13.686,     0.027,    13.162,     0.039,    12.682,     0.023,    12.368,     0.022,    11.892,     0.146,-99999.000,-99999.000,    21.445,     0.063,    19.101,     0.012,    17.552,     0.007,    16.552,     0.007,    19.584,     0.003,     276.6,     0.9,    21.098,     0.186,      50.3,     8.6,    17.816,     0.011,     600.3,     6.3,    19.426,   26.32, 0.53,   91.95, 1.26,  115.58, 1.08
 J1925+0700 ,291.303358232,  7.011011363,  2MASSJ19251275+0700362 ,2018RNAAS...2...33S, 4295524821431807232,  0.09,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L7 ,2018RNAAS...2...33S,-99999.000,-99999.000,           -99999. ,    14.763,     0.046,    13.693,     0.030,    12.937,     0.037,    12.005,     0.023,    11.638,     0.021,    10.934,     0.112,-99999.000,-99999.000,    22.035,     0.148,    20.149,     0.015,    17.859,     0.012,    16.868,     0.010,    20.038,     0.009,     182.0,     1.6,    20.980,     0.580,      56.0,    29.9,    18.201,     0.040,     421.2,    15.5,    20.033,   89.26, 0.67,   44.93, 1.37,  215.16, 1.16
 J1925+0968 ,291.379159937,  9.638767031,          LSPMJ1925+0938 ,2002AJ....124.1190L, 4308488780772030336,  0.30,       ...,                ...,     M8.0 ,2014AJ....147...20N,      ... ,               ... ,   -99999.,           -99999. ,-99999.000,-99999.000,           -99999. ,    11.214,     0.026,    10.519,     0.022,    10.024,     0.022,     9.707,     0.023,     9.468,     0.020,     9.071,     0.029,    19.674,     0.021,    18.102,     0.005,    15.194,     0.004,    13.769,     0.002,    12.905,     0.003,    15.673,     0.001,   10138.5,    12.2,    19.143,     0.051,     304.5,    14.4,    14.064,     0.003,   19016.9,    46.9,    15.851,   59.43, 0.29,   83.79, 0.47, -240.82, 0.40
 J1928-4356 ,292.216890071,-43.941630664,  2MASS 19285196-4356256 ,2008AJ....136.1290R, 6664912936922642048,  0.28,       ...,                ...,       L4 ,2008AJ....136.1290R,     L4 p ,2013AJ....146..161M,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.199,     0.044,    14.127,     0.044,    13.457,     0.037,    12.834,     0.023,    12.541,     0.025,    11.847,     0.312,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    20.484,     0.009,     120.7,     1.0,    22.044,     0.436,      21.0,     8.4,    18.751,     0.042,     253.7,     9.8,    20.136,   34.56, 1.06,   46.99, 2.12, -282.26, 1.34
 J1936-5502 ,294.009391361,-55.043551762,  2MASS 19360187-5502322 ,2008AJ....136.1290R, 6641789348394399488,  0.15,       ...,                ...,      L5: ,2008AJ....136.1290R,       L4 ,2013AJ....146..161M,      ... ,               ... ,    43.300,     4.500,2013AJ....146..161M,    14.486,     0.039,    13.628,     0.035,    13.046,     0.032,    12.312,     0.024,    12.024,     0.024,    11.682,     0.384,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    19.642,     0.005,     262.0,     1.2,-99999.000,-99999.000,  -99999.0,-99999.0,-99999.000,-99999.000,  -99999.0,-99999.0,    19.641,   45.04, 0.51,  200.73, 0.82, -299.26, 0.81
 J1951-3311 ,297.806921553,-33.188644375,WISE J195113.62-331116.7 ,2013PASP..125..809T, 6746919633721930112,  0.39,       ...,                ...,      ... ,               ... ,     L1 p ,2013PASP..125..809T,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.708,     0.055,    15.019,     0.068,    14.506,     0.070,    14.052,     0.028,    13.731,     0.038,    12.354,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    20.880,     0.044,-99999.000,-99999.000,-99999.000,-99999.000,    20.679,     0.011,     100.9,     1.0,    21.128,     0.302,      48.9,    13.6,    18.871,     0.094,     227.3,    19.7,    20.629,   24.24, 1.41,   96.23, 2.18, -411.03, 1.25
 J1953-0229 ,298.295779157, -2.499178227,  2MASS 19531118-0229501 ,2014ApJ...786L..18L, 4234316349122492032,  0.21,       ...,                ...,      ... ,               ... ,L2 p(blue),2014ApJ...786L..18L,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.638,     0.053,    14.857,     0.067,    14.454,     0.074,    14.011,     0.027,    13.608,     0.038,    12.359,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    20.411,     0.031,    18.661,     0.036,    17.668,     0.031,    20.701,     0.010,      98.9,     0.9,    21.550,     0.295,      33.2,     9.0,    18.868,     0.049,     227.9,    10.2,    20.646,   21.59, 1.73, -166.53, 3.12, -409.02, 1.79
 J1956-1754 ,299.064315674,-17.907145868,  2MASS 19561542-1754252 ,2007A&A...466.1059K, 6870499758522734208,  0.07,       ...,                ...,       M8 ,2008AJ....136.1290R,      L0: ,2007A&A...466.1059K,      ... ,               ... ,-99999.000,-99999.000,               ... ,    13.754,     0.029,    13.108,     0.033,    12.651,     0.034,    12.386,     0.024,    12.169,     0.025,    12.279,     0.395,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    18.129,     0.002,    1056.4,     2.1,    20.558,     0.182,      82.7,    13.8,    16.505,     0.010,    2007.8,    17.9,    18.839,   28.48, 0.33,    7.96, 0.61,  -34.71, 0.35
 J2002-0521 ,300.710816262, -5.365100117,  2MASS 20025073-0521524 ,2007AJ....133..439C, 4220379661283166720,  0.09,       ...,                ...,       L6 ,2007AJ....133..439C,     L7:: ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.316,     0.051,    14.278,     0.050,    13.417,     0.037,    12.571,     0.023,    12.096,     0.023,    11.157,     0.170,-99999.000,-99999.000,    21.829,     0.196,    20.552,     0.027,    18.604,     0.010,    17.539,     0.011,    20.634,     0.009,     105.1,     0.9,    21.067,     0.364,      51.7,    17.3,    18.832,     0.040,     235.6,     8.8,    20.509,   56.72, 1.48, -111.38, 3.13, -114.70, 2.44
 J2004-2637 ,301.013315564,-26.631945301,WISE J200403.17-263751.7 ,2013PASP..125..809T, 6850032693167651200,  0.28,       ...,                ...,      ... ,               ... ,       L0 ,2013PASP..125..809T,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.185,     0.040,    14.637,     0.052,    14.088,     0.053,    13.968,     0.027,    13.591,     0.038,    12.614,-99999.000,-99999.000,-99999.000,    21.960,     0.041,    19.100,     0.033,    17.585,     0.004,    16.754,     0.005,    19.577,     0.005,     278.2,     1.2,    21.421,     0.355,      37.3,    12.2,    17.934,     0.021,     538.7,    10.5,    19.970,   18.46, 0.54,   66.61, 0.80, -609.97, 0.56
 J2011-6201 ,302.988121019,-62.021864289,  2MASSJ20115649-6201127 ,2011AJ....141...54A, 6442586188225229312,  0.07,       ...,                ...,      ... ,               ... ,     sdM8 ,2013AJ....146..161M,   -99999.,           -99999. ,-99999.000,-99999.000,           -99999. ,    15.566,     0.055,    15.099,     0.092,    14.572,     0.090,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    19.700,     0.005,     248.4,     1.3,    21.984,     0.266,      22.2,     5.4,    18.115,     0.014,     456.0,     6.0,    20.242,   12.85, 0.57,  317.07, 0.64, -407.85, 0.72
 J2013-1242 ,303.294946273,-12.712663649,   DENIS J2013108-124244 ,2010A&A...517A..53M, 6879759330057470208,  0.02,       ...,                ...,     L1.5 ,2010A&A...517A..53M,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.672,     0.035,    13.873,     0.024,    13.299,     0.033,    12.989,     0.025,    12.690,     0.026,    11.737,     0.259,    21.659,-99999.000,    21.510,     0.043,    19.116,     0.008,    17.648,     0.005,    16.688,     0.005,    19.571,     0.004,     279.9,     0.9,    21.367,     0.217,      39.2,     7.8,    17.914,     0.017,     548.4,     8.8,    19.433,   20.45, 0.71,  -41.11, 1.10,  -22.69, 0.57
 J2013-2806 ,303.464920170,-28.100904594,              2MUCD20856 ,2008AJ....136.1290R, 6845967936118138752,  0.04,       ...,                ...,     M9 p ,2008AJ....136.1290R,  L0Int-G ,2013ApJ...772...79A,      ... ,               ... ,    20.950,     1.300,2016ApJ...833...96L,    14.242,     0.030,    13.461,     0.028,    12.944,     0.027,    12.550,     0.024,    12.174,     0.025,    11.780,     0.335,    20.927,-99999.000,    21.360,     0.050,    18.684,     0.005,    17.101,     0.004,    16.122,     0.013,    19.089,     0.004,     436.1,     1.5,    20.785,     0.246,      67.1,    15.2,    17.375,     0.018,     901.3,    14.7,    18.939,   20.76, 0.40,   42.28, 0.61,  -68.58, 0.48
 J2023-5946 ,305.869660663,-59.781199212,  2MASSJ20232858-5946519 ,2011AJ....141...54A, 6467249470987375232,  0.07,       ...,                ...,      ... ,               ... ,     M8.0 ,2013AJ....146..161M,   -99999.,           -99999. ,-99999.000,-99999.000,           -99999. ,    15.530,     0.066,    14.965,     0.082,    14.485,     0.082,    14.161,     0.026,    13.953,     0.038,    12.692,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    20.023,     0.007,     184.6,     1.2,    21.321,     0.209,      40.9,     7.9,    18.380,     0.027,     357.0,     8.9,    20.077,   12.39, 0.82,   70.31, 0.93,  -23.91, 0.80
 J2026-2943 ,306.566146016,-29.721852191,  2MASS 20261584-2943124 ,2007AJ....133..439C, 6797628972554531840,  0.18,      UR; ,2010AJ....140..110G,      L1: ,2007AJ....133..439C, L1 + T6: ,2010AJ....140..110G,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.802,     0.030,    13.946,     0.025,    13.360,     0.034,    13.078,     0.024,    12.800,     0.027,    11.810,-99999.000,-99999.000,-99999.000,    21.394,     0.136,    19.172,     0.010,    17.702,     0.015,    16.777,     0.016,    19.650,     0.005,     260.3,     1.2,    21.297,     0.230,      41.9,     8.9,    17.987,     0.023,     513.0,    11.1,    19.608,   25.56, 0.63,   26.59, 0.89, -366.31, 0.66
 J2028+0052 ,307.085200334,  0.874003661,  2MASS 20282035+0052265 ,2002AJ....123.3409H, 4230729359939866752,  0.09,       ...,                ...,       L3 ,2002AJ....123.3409H,      ... ,               ... ,      ... ,               ... ,    33.250,     1.320,2016AJ....152...24W,    14.298,     0.035,    13.377,     0.031,    12.793,     0.030,    12.303,     0.023,    12.028,     0.023,    11.330,     0.178,-99999.000,-99999.000,    21.118,     0.036,    18.844,     0.006,    17.344,     0.005,    16.348,     0.005,    19.276,     0.003,     367.3,     0.9,    21.527,     0.184,      33.9,     5.8,    17.618,     0.013,     720.5,     8.3,    19.307,   35.21, 0.73,   86.54, 1.04,   -6.32, 0.74
 J2030+0749 ,307.679262188,  7.826124677,WISE J203042.79+074934.7 ,2013ApJS..205....6M, 1749030362195988096,  0.42,       ...,                ...,      ... ,               ... ,     T1.5 ,2013ApJS..205....6M,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.227,     0.026,    13.435,     0.032,    13.319,     0.038,    12.966,     0.025,    12.129,     0.024,    10.966,     0.141,-99999.000,-99999.000,-99999.000,-99999.000,    21.608,     0.058,    18.018,     0.018,    16.424,     0.009,    20.176,     0.007,     160.2,     1.1,    21.628,     0.272,      30.9,     7.7,    18.240,     0.031,     406.1,    11.5,    20.664,  103.97, 0.98,  661.46, 1.49, -112.01, 1.74
 J2034+0827 ,308.656667281,  8.448179775,  2MASS 20343769+0827009 ,2008AJ....136.1290R, 1749473774619251840,  0.19,       ...,                ...,       L1 ,2008AJ....136.1290R,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.464,     0.034,    13.593,     0.035,    13.080,     0.031,    12.771,     0.024,    12.559,     0.025,    11.857,     0.355,-99999.000,-99999.000,    21.257,     0.024,    18.865,     0.012,    17.385,     0.008,    16.426,     0.012,    19.298,     0.003,     359.8,     1.1,    20.932,     0.178,      58.6,     9.6,    17.663,     0.009,     691.2,     5.9,    19.343,   35.31, 0.42,  -86.70, 0.65, -498.88, 0.55
 J2036+1051 ,309.012635220, 10.857443906,  2MASS 20360316+1051295 ,2008AJ....136.1290R, 1754495583527340416,  0.12,       ...,                ...,       L3 ,2008AJ....136.1290R,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    13.950,     0.026,    13.018,     0.022,    12.447,     0.027,    11.909,     0.022,    11.602,     0.022,    11.114,     0.146,-99999.000,-99999.000,    20.898,     0.046,    18.611,     0.004,    17.098,     0.006,    16.084,     0.005,    19.009,     0.003,     469.8,     1.2,    21.794,     0.244,      26.5,     6.0,    17.356,     0.008,     916.7,     6.8,    19.001,   42.37, 0.42, -123.96, 0.62, -179.35, 0.49
 J2037-4216 ,309.464227306,-42.279848165,  2MASS 20375108-4216410 ,2014ApJ...786L..18L, 6676561609781498496,  0.22,       ...,                ...,      ... ,               ... ,L1 p(blue),2014ApJ...786L..18L,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.503,     0.051,    14.761,     0.057,    14.274,     0.060,    13.992,     0.026,    13.709,     0.035,    12.691,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    20.193,     0.007,     157.8,     1.0,    21.079,     0.243,      51.2,    11.5,    18.509,     0.034,     317.0,     9.8,    20.421,   21.00, 1.19,  227.98, 1.26, -402.68, 1.43
 J2041-3506 ,310.428726749,-35.112945116,  2MASS 20414283-3506442 ,2007AJ....133..439C, 6779542590396176896,  0.07,      MG; ,2015ApJ...798...73G,      L2: ,2007AJ....133..439C,       L2 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.887,     0.033,    13.987,     0.022,    13.401,     0.037,    12.873,     0.025,    12.582,     0.027,    12.066,     0.340,-99999.000,-99999.000,-99999.000,-99999.000,    19.329,     0.025,-99999.000,-99999.000,-99999.000,-99999.000,    19.882,     0.005,     210.1,     1.0,    21.622,     0.161,      31.0,     4.6,    18.211,     0.015,     417.3,     5.9,    19.750,   24.89, 1.49,   34.86, 2.20, -145.32, 1.58
 J2045-6332 ,311.260744804,-63.536086844,           SIPS2045-6332 ,2013AJ....146..161M, 6450595924277607040,  0.25,      MG; ,2010MNRAS.409..552G,      ... ,               ... ,      L1: ,2013AJ....146..161M,      ... ,               ... ,    41.720,     1.500,2014AJ....147...94D,    12.619,     0.027,    11.807,     0.023,    11.207,     0.023,    10.765,     0.023,    10.374,     0.020,     9.826,     0.037,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    17.615,     0.003,    1695.2,     4.0,    20.885,     0.067,      61.2,     3.8,    15.863,     0.006,    3627.0,    19.9,    17.439,   43.69, 0.20,   78.46, 0.22, -214.69, 0.30
 J2057-0252 ,314.475377248, -2.875509510,             2MUCD 12054 ,2003AJ....126.2421C, 6915795853718552960,  0.12,       ...,                ...,     L1.5 ,2003AJ....126.2421C,     L1.5 ,2004A&A...416L..17K,      ... ,               ... ,    64.710,     0.770,2016AJ....152...24W,    13.121,     0.024,    12.268,     0.024,    11.724,     0.025,    11.292,     0.023,    11.022,     0.020,    10.277,     0.080,    22.122,     0.027,    19.994,     0.013,    17.633,     0.004,    16.173,     0.002,    15.178,     0.003,    18.066,     0.001,    1119.5,     1.1,    20.726,     0.135,      70.8,     8.8,    16.430,     0.007,    2151.7,    12.9,    18.133,   64.47, 0.24,   -2.87, 0.36, -102.22, 0.22
 J2101-2944 ,315.468337108,-29.734797307,  2MASS 21015233-2944050 ,2013AJ....146..161M, 6788456636103140864,  0.01,       ...,                ...,      ... ,               ... ,       L1 ,2013AJ....146..161M,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.604,     0.049,    14.845,     0.057,    14.554,     0.081,    14.113,     0.028,    13.761,     0.038,    12.527,-99999.000,    21.566,     0.181,-99999.000,-99999.000,    19.822,     0.020,    18.378,     0.012,    17.439,     0.018,    20.356,     0.005,     135.8,     0.6,    20.673,     0.174,      74.3,    11.9,    18.660,     0.025,     275.8,     6.3,    20.313,   19.09, 1.28,   47.60, 1.54,   -9.74, 1.34
 J2104-1037 ,316.064959174,-10.628313553,  2MASSI J2104149-103736 ,2003AJ....126.2421C, 6890153425787729152,  0.23,       ...,                ...,     L2.5 ,2008ApJ...689.1295K,      ... ,               ... ,      ... ,               ... ,    57.180,     0.920,2016AJ....152...24W,    13.841,     0.029,    12.975,     0.025,    12.369,     0.024,    11.915,     0.023,    11.681,     0.023,    10.445,     0.232,-99999.000,-99999.000,-99999.000,-99999.000,    18.347,     0.004,    16.898,     0.005,    15.968,-99999.000,    18.779,     0.003,     580.2,     1.5,    20.569,     0.182,      81.8,    13.7,    17.130,     0.014,    1129.6,    14.6,    18.806,   58.17, 0.41,  594.59, 0.66, -295.71, 0.42
 J2107-0307 ,316.882700696, -3.126152032,  2MASSI J2107316-030733 ,2003AJ....126.2421C, 6915878523250505856,  0.10,       ...,                ...,       L0 ,2003AJ....126.2421C,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.200,     0.032,    13.443,     0.031,    12.878,     0.030,    12.514,     0.023,    12.232,     0.023,    12.003,     0.316,-99999.000,-99999.000,    21.039,     0.029,    18.451,     0.004,    16.969,     0.005,    16.021,     0.006,    18.926,     0.004,     506.9,     2.1,    21.493,     0.113,      34.9,     3.6,    17.195,     0.034,    1063.8,    33.6,    18.969,   28.25, 0.50,  152.91, 0.68,  -31.78, 0.58
 J2107-4544 ,316.976065528,-45.735232110,  2MASS 21075409-4544064 ,2008AJ....136.1290R, 6483544920505696256,  0.07,       ...,                ...,      L0: ,2008AJ....136.1290R,     L2.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.915,     0.032,    13.953,     0.038,    13.380,     0.034,    12.961,     0.024,    12.648,     0.025,    12.055,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    19.877,     0.005,     211.1,     0.9,    21.413,     0.176,      37.6,     6.1,    18.209,     0.025,     417.8,     9.4,    19.838,   30.65, 0.64,  103.84, 0.99,  -25.32, 1.00
